P,S_T_mean,S_T_sem
0.0010526315789473684,1.0,0.0
0.002105263157894737,1.0,0.0
0.003157894736842105,1.0,0.0
0.004210526315789474,1.0,0.0
0.005263157894736842,1.0,0.0
0.00631578947368421,1.0,0.0
0.007368421052631579,1.0,0.0
0.008421052631578947,1.0,0.0
0.009473684210526316,1.0,0.0
0.010526315789473684,1.0,0.0
0.011578947368421053,1.0,0.0
0.01263157894736842,1.0,0.0
0.01368421052631579,1.0,0.0
0.014736842105263158,1.0,0.0
0.015789473684210527,1.0,0.0
0.016842105263157894,1.0,0.0
0.017894736842105262,1.0,0.0
0.018947368421052633,1.0,0.0
0.02,1.0,0.0
0.021052631578947368,1.0,0.0
0.022105263157894735,1.0,0.0
0.023157894736842106,1.0,0.0
0.024210526315789474,1.0,0.0
0.02526315789473684,1.0,0.0
0.02631578947368421,1.0,0.0
0.02736842105263158,1.0,0.0
0.028421052631578948,1.0,0.0
0.029473684210526315,1.0,0.0
0.030526315789473683,1.0,0.0
0.031578947368421054,1.0,0.0
0.03263157894736842,1.0,0.0
0.03368421052631579,1.0,0.0
0.034736842105263156,1.0,0.0
0.035789473684210524,1.0,0.0
0.03684210526315789,1.0,0.0
0.037894736842105266,1.0,0.0
0.03894736842105263,1.0,0.0
0.04,1.0,0.0
0.04105263157894737,1.0,0.0
0.042105263157894736,1.0,0.0
0.0431578947368421,1.0,0.0
0.04421052631578947,1.0,0.0
0.045263157894736845,1.0,0.0
0.04631578947368421,1.0,0.0
0.04736842105263158,1.0,0.0
0.04842105263157895,1.0,0.0
0.049473684210526316,1.0,0.0
0.05052631578947368,1.0,0.0
0.05157894736842105,1.0,0.0
0.05263157894736842,1.0,0.0
0.05368421052631579,1.0,0.0
0.05473684210526316,1.0,0.0
0.05578947368421053,1.0,0.0
0.056842105263157895,1.0,0.0
0.05789473684210526,1.0,0.0
0.05894736842105263,1.0,0.0
0.06,1.0,0.0
0.061052631578947365,1.0,0.0
0.06210526315789474,1.0,0.0
0.06315789473684211,1.0,0.0
0.06421052631578947,1.0,0.0
0.06526315789473684,1.0,0.0
0.06631578947368422,1.0,0.0
0.06736842105263158,1.0,0.0
0.06842105263157895,1.0,0.0
0.06947368421052631,1.0,0.0
0.07052631578947369,1.0,0.0
0.07157894736842105,1.0,0.0
0.07263157894736842,1.0,0.0
0.07368421052631578,1.0,0.0
0.07473684210526316,1.0,0.0
0.07578947368421053,1.0,0.0
0.07684210526315789,1.0,0.0
0.07789473684210527,1.0,0.0
0.07894736842105263,1.0,0.0
0.08,1.0,0.0
0.08105263157894736,1.0,0.0
0.08210526315789474,1.0,0.0
0.08315789473684211,1.0,0.0
0.08421052631578947,1.0,0.0
0.08526315789473685,1.0,0.0
0.0863157894736842,1.0,0.0
0.08736842105263158,1.0,0.0
0.08842105263157894,1.0,0.0
0.08947368421052632,1.0,0.0
0.09052631578947369,1.0,0.0
0.09157894736842105,1.0,0.0
0.09263157894736843,1.0,0.0
0.09368421052631579,1.0,0.0
0.09473684210526316,1.0,0.0
0.09578947368421052,1.0,0.0
0.0968421052631579,1.0,0.0
0.09789473684210526,1.0,0.0
0.09894736842105263,1.0,0.0
0.1,1.0,0.0
0.10105263157894737,1.0,0.0
0.10210526315789474,1.0,0.0
0.1031578947368421,1.0,0.0
0.10421052631578948,1.0,0.0
0.10526315789473684,1.0,0.0
0.10631578947368421,1.0,0.0
0.10736842105263159,1.0,0.0
0.10842105263157895,1.0,0.0
0.10947368421052632,1.0,0.0
0.11052631578947368,1.0,0.0
0.11157894736842106,1.0,0.0
0.11263157894736842,1.0,0.0
0.11368421052631579,1.0,0.0
0.11473684210526315,1.0,0.0
0.11578947368421053,1.0,0.0
0.1168421052631579,1.0,0.0
0.11789473684210526,1.0,0.0
0.11894736842105263,1.0,0.0
0.12,1.0,0.0
0.12105263157894737,1.0,0.0
0.12210526315789473,1.0,0.0
0.1231578947368421,1.0,0.0
0.12421052631578948,1.0,0.0
0.12526315789473685,1.0,0.0
0.12631578947368421,1.0,0.0
0.12736842105263158,1.0,0.0
0.12842105263157894,1.0,0.0
0.12947368421052632,1.0,0.0
0.13052631578947368,1.0,0.0
0.13157894736842105,1.0,0.0
0.13263157894736843,1.0,0.0
0.1336842105263158,1.0,0.0
0.13473684210526315,1.0,0.0
0.13578947368421052,1.0,0.0
0.1368421052631579,1.0,0.0
0.13789473684210526,1.0,0.0
0.13894736842105262,1.0,0.0
0.14,1.0,0.0
0.14105263157894737,1.0,0.0
0.14210526315789473,1.0,0.0
0.1431578947368421,1.0,0.0
0.14421052631578948,1.0,0.0
0.14526315789473684,1.0,0.0
0.1463157894736842,1.0,0.0
0.14736842105263157,1.0,0.0
0.14842105263157895,1.0,0.0
0.14947368421052631,1.0,0.0
0.15052631578947367,1.0,0.0
0.15157894736842106,1.0,0.0
0.15263157894736842,1.0,0.0
0.15368421052631578,1.0,0.0
0.15473684210526314,1.0,0.0
0.15578947368421053,1.0,0.0
0.1568421052631579,1.0,0.0
0.15789473684210525,1.0,0.0
0.15894736842105264,1.0,0.0
0.16,1.0,0.0
0.16105263157894736,1.0,0.0
0.16210526315789472,1.0,0.0
0.1631578947368421,1.0,0.0
0.16421052631578947,1.0,0.0
0.16526315789473683,1.0,0.0
0.16631578947368422,1.0,0.0
0.16736842105263158,1.0,0.0
0.16842105263157894,1.0,0.0
0.1694736842105263,1.0,0.0
0.1705263157894737,1.0,0.0
0.17157894736842105,1.0,0.0
0.1726315789473684,1.0,0.0
0.1736842105263158,1.0,0.0
0.17473684210526316,1.0,0.0
0.17578947368421052,1.0,0.0
0.17684210526315788,1.0,0.0
0.17789473684210527,1.0,0.0
0.17894736842105263,1.0,0.0
0.18,1.0,0.0
0.18105263157894738,1.0,0.0
0.18210526315789474,1.0,0.0
0.1831578947368421,1.0,0.0
0.18421052631578946,1.0,0.0
0.18526315789473685,1.0,0.0
0.1863157894736842,1.0,0.0
0.18736842105263157,1.0,0.0
0.18842105263157893,1.0,0.0
0.18947368421052632,1.0,0.0
0.19052631578947368,1.0,0.0
0.19157894736842104,1.0,0.0
0.19263157894736843,1.0,0.0
0.1936842105263158,1.0,0.0
0.19473684210526315,1.0,0.0
0.1957894736842105,1.0,0.0
0.1968421052631579,1.0,0.0
0.19789473684210526,1.0,0.0
0.19894736842105262,1.0,0.0
0.2,1.0,0.0
0.20105263157894737,1.0,0.0
0.20210526315789473,0.9995999999999999,0.00028
0.2031578947368421,0.9995999999999999,0.00028
0.20421052631578948,0.9995999999999999,0.00028
0.20526315789473684,0.9995999999999999,0.00028
0.2063157894736842,0.9995999999999999,0.00028
0.2073684210526316,0.9995999999999999,0.00028
0.20842105263157895,0.9995999999999999,0.00028
0.2094736842105263,0.9995999999999999,0.00028
0.21052631578947367,0.9994,0.00034117444218463973
0.21157894736842106,0.9994,0.00034117444218463973
0.21263157894736842,0.9994,0.00034117444218463973
0.21368421052631578,0.9992,0.000391918358845309
0.21473684210526317,0.9992,0.000391918358845309
0.21578947368421053,0.9990000000000001,0.00043588989435406754
0.2168421052631579,0.9986,0.0005834380858325938
0.21789473684210525,0.9986,0.0005834380858325938
0.21894736842105264,0.9984000000000001,0.0006118823416311352
0.22,0.998,0.00066332495807108
0.22105263157894736,0.9976,0.0007088018058667744
0.22210526315789475,0.9976,0.0007088018058667744
0.2231578947368421,0.9976,0.0007088018058667744
0.22421052631578947,0.9976,0.0007088018058667744
0.22526315789473683,0.9976,0.0007088018058667744
0.22631578947368422,0.9974000000000001,0.000729657453878189
0.22736842105263158,0.9974000000000001,0.000729657453878189
0.22842105263157894,0.9972000000000001,0.000749399759807808
0.2294736842105263,0.9972000000000001,0.000749399759807808
0.2305263157894737,0.9972000000000001,0.000749399759807808
0.23157894736842105,0.9972000000000001,0.000749399759807808
0.2326315789473684,0.997,0.000768114574786862
0.2336842105263158,0.997,0.000768114574786862
0.23473684210526316,0.997,0.000768114574786862
0.23578947368421052,0.997,0.000768114574786862
0.23684210526315788,0.997,0.000768114574786862
0.23789473684210527,0.997,0.000768114574786862
0.23894736842105263,0.9968,0.0007858753081755408
0.24,0.9968,0.0007858753081755408
0.24105263157894738,0.9966000000000002,0.00080274528961558
0.24210526315789474,0.9966000000000002,0.00080274528961558
0.2431578947368421,0.9966000000000002,0.00080274528961558
0.24421052631578946,0.9966000000000002,0.00080274528961558
0.24526315789473685,0.9966000000000002,0.00080274528961558
0.2463157894736842,0.9964000000000002,0.0008187795796183494
0.24736842105263157,0.9964000000000002,0.0008187795796183494
0.24842105263157896,0.9964000000000002,0.0008187795796183494
0.24947368421052632,0.9964000000000002,0.0008187795796183494
0.2505263157894737,0.9962000000000001,0.0008806815542521604
0.25157894736842107,0.9962000000000001,0.0008806815542521604
0.25263157894736843,0.9960000000000001,0.0008944271909999167
0.2536842105263158,0.9960000000000001,0.0008944271909999167
0.25473684210526315,0.9960000000000001,0.0008944271909999167
0.2557894736842105,0.9960000000000001,0.0008944271909999167
0.25684210526315787,0.9958000000000001,0.0009075241043630756
0.2578947368421053,0.9958000000000001,0.0009075241043630756
0.25894736842105265,0.9956000000000002,0.0009624967532412789
0.26,0.995,0.0010344080432788615
0.26105263157894737,0.9942,0.0011061645447219873
0.26210526315789473,0.9942,0.0011061645447219873
0.2631578947368421,0.9940000000000001,0.001183215956619925
0.26421052631578945,0.9937999999999999,0.001189789897418869
0.26526315789473687,0.9937999999999999,0.001189789897418869
0.26631578947368423,0.9934000000000001,0.001234665946724054
0.2673684210526316,0.9934000000000001,0.001234665946724054
0.26842105263157895,0.9934000000000001,0.001234665946724054
0.2694736842105263,0.9934000000000001,0.001234665946724054
0.27052631578947367,0.9934000000000001,0.001234665946724054
0.27157894736842103,0.9932,0.0012400000000000017
0.27263157894736845,0.9932,0.0012400000000000017
0.2736842105263158,0.9923999999999998,0.0013200000000000013
0.27473684210526317,0.9904,0.0016608431593621363
0.27578947368421053,0.985,0.00198746069143518
0.2768421052631579,0.9789999999999998,0.0021047565179849207
0.27789473684210525,0.9723999999999997,0.0022588492645592806
0.2789473684210526,0.9699999999999995,0.0022000000000000014
0.28,0.9689999999999998,0.002269361143582044
0.2810526315789474,0.9687999999999998,0.002268391500601252
0.28210526315789475,0.9681999999999996,0.002264420455657474
0.2831578947368421,0.9677999999999998,0.0022785082839436865
0.28421052631578947,0.9667999999999997,0.00226662745064115
0.28526315789473683,0.9655999999999995,0.0022992172581119867
0.2863157894736842,0.9621999999999997,0.0025906755875639864
0.2873684210526316,0.9589999999999996,0.0026888659319497495
0.28842105263157897,0.9559999999999998,0.0028705400188814645
0.2894736842105263,0.9545999999999996,0.002923764696414538
0.2905263157894737,0.9537999999999994,0.002894062888052019
0.29157894736842105,0.9529999999999994,0.0030116440692751194
0.2926315789473684,0.9529999999999994,0.0030116440692751194
0.29368421052631577,0.9525999999999994,0.0030020659553047797
0.29473684210526313,0.9515999999999996,0.003035523019184668
0.29578947368421055,0.9509999999999996,0.003051229260478472
0.2968421052631579,0.9479999999999995,0.003072458299147442
0.29789473684210527,0.9457999999999994,0.003089271758845439
0.29894736842105263,0.9433999999999996,0.003175594432543298
0.3,0.9403999999999998,0.0031872244978978165
0.30105263157894735,0.9389999999999995,0.003192177939902472
0.3021052631578947,0.9371999999999997,0.003237529922641641
0.3031578947368421,0.9351999999999996,0.0033361055139188864
0.3042105263157895,0.9325999999999997,0.0033544597180470044
0.30526315789473685,0.9293999999999997,0.0034462153153858497
0.3063157894736842,0.9287999999999996,0.0033978816930552457
0.30736842105263157,0.9257999999999997,0.0034559513885470067
0.30842105263157893,0.9235999999999995,0.0035707702250354885
0.3094736842105263,0.9175999999999996,0.0038291513420077817
0.3105263157894737,0.9104000000000001,0.003984771009731926
0.31157894736842107,0.9044,0.004045540754954767
0.3126315789473684,0.8985999999999998,0.004149746980238675
0.3136842105263158,0.8933999999999999,0.004176649374797935
0.31473684210526315,0.8896,0.004377030957167198
0.3157894736842105,0.887,0.0043023249528597925
0.31684210526315787,0.8843999999999999,0.004276260048219705
0.3178947368421053,0.882,0.004395452195167185
0.31894736842105265,0.878,0.004538722287164089
0.32,0.8758,0.004658712268427833
0.32105263157894737,0.8674000000000003,0.004653213943072036
0.32210526315789473,0.8524,0.005815702880993838
0.3231578947368421,0.8300000000000004,0.006276941930590085
0.32421052631578945,0.8042000000000001,0.006801735072759008
0.32526315789473687,0.7909999999999999,0.00731231837381278
0.3263157894736842,0.7874,0.00740083779041265
0.3273684210526316,0.7828,0.0074941043494202815
0.32842105263157895,0.7739999999999999,0.007469939758793237
0.3294736842105263,0.7713999999999999,0.007532622385331684
0.33052631578947367,0.7644,0.007785011239555148
0.33157894736842103,0.7619999999999999,0.007851114570556207
0.33263157894736844,0.7575999999999996,0.007659138332736915
0.3336842105263158,0.7561999999999997,0.0076925678417547935
0.33473684210526317,0.7523999999999995,0.007609362653994092
0.3357894736842105,0.7495999999999995,0.007475185616424518
0.3368421052631579,0.7437999999999996,0.007614170998867835
0.33789473684210525,0.7415999999999996,0.007492289369745403
0.3389473684210526,0.7357999999999996,0.007322813666890615
0.34,0.7339999999999997,0.007269112738154497
0.3410526315789474,0.7323999999999995,0.007379864497401021
0.34210526315789475,0.7317999999999995,0.007338092395166469
0.3431578947368421,0.7309999999999995,0.00729588925354545
0.34421052631578947,0.7273999999999995,0.007147894794972855
0.3452631578947368,0.7229999999999995,0.00735051018637482
0.3463157894736842,0.7167999999999997,0.0068918502595456885
0.3473684210526316,0.7137999999999995,0.006909095454543959
0.34842105263157896,0.7107999999999995,0.006970910987812137
0.3494736842105263,0.7095999999999996,0.0069540204198722325
0.3505263157894737,0.7089999999999995,0.006895650803223727
0.35157894736842105,0.7071999999999996,0.006749933333004114
0.3526315789473684,0.7069999999999994,0.006749074010558782
0.35368421052631577,0.7063999999999995,0.006692563036684822
0.3547368421052632,0.7051999999999995,0.006720833281669766
0.35578947368421054,0.7027999999999995,0.006584952543488828
0.3568421052631579,0.7009999999999995,0.006408587988004845
0.35789473684210527,0.6999999999999996,0.00641248781675256
0.3589473684210526,0.6985999999999996,0.006357703988076198
0.36,0.6981999999999996,0.006325156124555348
0.36105263157894735,0.6973999999999996,0.00637905949180598
0.36210526315789476,0.6959999999999995,0.006399999999999999
0.3631578947368421,0.6947999999999994,0.006521472226422497
0.3642105263157895,0.6939999999999995,0.006465291950097846
0.36526315789473685,0.6933999999999996,0.006375296071556205
0.3663157894736842,0.6929999999999997,0.006364746656387828
0.36736842105263157,0.6919999999999996,0.006337191807101944
0.3684210526315789,0.6899999999999996,0.006244997998398398
0.36947368421052634,0.6877999999999996,0.006078782772891297
0.3705263157894737,0.6877999999999996,0.006078782772891297
0.37157894736842106,0.6869999999999996,0.006062177826491074
0.3726315789473684,0.6863999999999996,0.005959060328608865
0.3736842105263158,0.6863999999999996,0.005959060328608865
0.37473684210526315,0.6857999999999995,0.0060086271310508185
0.3757894736842105,0.6857999999999995,0.0060086271310508185
0.37684210526315787,0.6851999999999997,0.005964025486196381
0.3778947368421053,0.6851999999999997,0.005964025486196381
0.37894736842105264,0.6849999999999996,0.006009159675029447
0.38,0.6849999999999996,0.006009159675029447
0.38105263157894737,0.6849999999999996,0.006009159675029447
0.3821052631578947,0.6847999999999996,0.006007462026513358
0.3831578947368421,0.6839999999999996,0.006006662967072482
0.38421052631578945,0.6829999999999995,0.006002499479383571
0.38526315789473686,0.6827999999999996,0.006000133331851885
0.3863157894736842,0.6815999999999997,0.0060905172194157696
0.3873684210526316,0.6797999999999997,0.006128588744564279
0.38842105263157894,0.6769999999999997,0.006295236294214855
0.3894736842105263,0.6735999999999999,0.006380470202108933
0.39052631578947367,0.6709999999999998,0.006408587988004843
0.391578947368421,0.6701999999999998,0.006390586827514357
0.39263157894736844,0.6687999999999998,0.0062948868139149254
0.3936842105263158,0.6685999999999999,0.006300825342762642
0.39473684210526316,0.6685999999999999,0.006300825342762642
0.3957894736842105,0.6685999999999999,0.006300825342762642
0.3968421052631579,0.6683999999999999,0.006306694855469068
0.39789473684210525,0.6679999999999998,0.006343500610861486
0.3989473684210526,0.667,0.006352164985262898
0.4,0.6664,0.006392996167682255
0.4010526315789474,0.6656,0.006369175770851357
0.40210526315789474,0.6652,0.006378840019940928
0.4031578947368421,0.6648,0.006356854568102058
0.40421052631578946,0.6643999999999999,0.006340851677811112
0.4052631578947368,0.6625999999999999,0.006277929595017771
0.4063157894736842,0.6623999999999998,0.0063136677137777845
0.4073684210526316,0.6615999999999999,0.006278088881180322
0.40842105263157896,0.6603999999999998,0.006203096001191665
0.4094736842105263,0.6597999999999999,0.006082729650411893
0.4105263157894737,0.6597999999999999,0.006082729650411893
0.41157894736842104,0.6591999999999999,0.0060920932363186945
0.4126315789473684,0.6575999999999997,0.006101016308780039
0.41368421052631577,0.6567999999999998,0.006149601613112838
0.4147368421052632,0.6565999999999999,0.0061322426566469135
0.41578947368421054,0.6561999999999998,0.006123365087923469
0.4168421052631579,0.6553999999999998,0.006124410175682225
0.41789473684210526,0.6543999999999999,0.0060997049108952785
0.4189473684210526,0.6543999999999999,0.0060997049108952785
0.42,0.6537999999999998,0.006110286408999173
0.42105263157894735,0.6535999999999998,0.0061376216892213235
0.42210526315789476,0.6524,0.006130448596962543
0.4231578947368421,0.6516,0.006133057964832877
0.4242105263157895,0.6511999999999999,0.006094719025517089
0.42526315789473684,0.6509999999999999,0.0061016391240387175
0.4263157894736842,0.6503999999999998,0.006049661147535456
0.42736842105263156,0.6501999999999998,0.006043144876635013
0.4284210526315789,0.6501999999999998,0.006043144876635013
0.42947368421052634,0.6497999999999997,0.006128588744564281
0.4305263157894737,0.6485999999999997,0.006113951259210361
0.43157894736842106,0.6479999999999998,0.006086049621881178
0.4326315789473684,0.6459999999999998,0.006029925372672535
0.4336842105263158,0.6449999999999999,0.006088513775955507
0.43473684210526314,0.6431999999999999,0.00616908421080471
0.4357894736842105,0.6409999999999998,0.0060621778264910685
0.4368421052631579,0.6405999999999997,0.00608246660492271
0.4378947368421053,0.6401999999999998,0.0061155212369838115
0.43894736842105264,0.6399999999999998,0.006092618484691127
0.44,0.6395999999999998,0.006039735093528521
0.44105263157894736,0.6395999999999998,0.006039735093528521
0.4421052631578947,0.6387999999999997,0.006038675351432632
0.4431578947368421,0.6377999999999997,0.006032545068211257
0.4442105263157895,0.6369999999999997,0.006048966853934645
0.44526315789473686,0.6359999999999997,0.0061057350089895
0.4463157894736842,0.6353999999999997,0.0061439726561891535
0.4473684210526316,0.6349999999999998,0.006127805479941409
0.44842105263157894,0.6337999999999998,0.006129893963193818
0.4494736842105263,0.6333999999999997,0.006177734212476283
0.45052631578947366,0.6325999999999998,0.006181617911194447
0.4515789473684211,0.6317999999999999,0.006210281797148982
0.45263157894736844,0.6297999999999999,0.00620641603503987
0.4536842105263158,0.629,0.006231372240526158
0.45473684210526316,0.6284,0.006242948021568015
0.4557894736842105,0.6277999999999999,0.006266705673637463
0.4568421052631579,0.627,0.006282515419798028
0.45789473684210524,0.6266,0.006312242073938548
0.4589473684210526,0.6258,0.006351661200032636
0.46,0.6247999999999999,0.006419470383139096
0.4610526315789474,0.624,0.0064124878167525585
0.46210526315789474,0.6234000000000001,0.00633753895451539
0.4631578947368421,0.6228,0.006337318044725229
0.46421052631578946,0.6221999999999999,0.006361729324641215
0.4652631578947368,0.6219999999999999,0.006327716807822546
0.4663157894736842,0.6219999999999999,0.006327716807822546
0.4673684210526316,0.6213999999999998,0.006357703988076202
0.46842105263157896,0.6207999999999999,0.006361886512662736
0.4694736842105263,0.6204,0.006399874998779273
0.4705263157894737,0.6204,0.006399874998779273
0.47157894736842104,0.6198,0.006403093002604285
0.4726315789473684,0.6196,0.006431049681039637
0.47368421052631576,0.6194000000000001,0.006427783443769712
0.4747368421052632,0.6188,0.006430054432117975
0.47578947368421054,0.6178000000000001,0.006424297626978376
0.4768421052631579,0.6164000000000002,0.006464549481595759
0.47789473684210526,0.6152000000000001,0.006450550364116228
0.4789473684210526,0.614,0.006428063471995278
0.48,0.613,0.00638983567863838
0.48105263157894734,0.6127999999999999,0.006396999296545218
0.48210526315789476,0.612,0.006424951361683603
0.4831578947368421,0.6108,0.006339842269331315
0.4842105263157895,0.6094,0.006333750863429979
0.48526315789473684,0.6082,0.006331476920908741
0.4863157894736842,0.607,0.006345864795282043
0.48736842105263156,0.6053999999999999,0.006442701296816419
0.4884210526315789,0.6043999999999999,0.006465786881733727
0.48947368421052634,0.6023999999999998,0.006401749760807589
0.4905263157894737,0.6013999999999998,0.006494643947130589
0.49157894736842106,0.6007999999999998,0.006511036783800257
0.4926315789473684,0.6001999999999998,0.006471444970020217
0.4936842105263158,0.5992,0.006504890467947941
0.49473684210526314,0.5985999999999999,0.006506950130437454
0.4957894736842105,0.5978,0.0064985844612500026
0.4968421052631579,0.5976,0.006476295237247911
0.4978947368421053,0.5969999999999999,0.006427285585688561
0.49894736842105264,0.5967999999999999,0.0063919949937402175
0.5,0.5966,0.00640034374076893
0.5010526315789474,0.5962,0.00639809346602564
0.5021052631578947,0.596,0.0064124878167525585
0.5031578947368421,0.5953999999999999,0.006486015726160396
0.5042105263157894,0.5949999999999999,0.006501538279515084
0.5052631578947369,0.5945999999999999,0.006522913459490317
0.5063157894736842,0.5937999999999999,0.0065890515250679295
0.5073684210526316,0.5927999999999998,0.006666453329919891
0.508421052631579,0.5919999999999999,0.006764613810115104
0.5094736842105263,0.5913999999999999,0.006783833724377389
0.5105263157894737,0.589,0.0068665857600411564
0.511578947368421,0.5878,0.006887060330794265
0.5126315789473684,0.5853999999999999,0.0066684630912977215
0.5136842105263157,0.5835999999999998,0.006677604360846787
0.5147368421052632,0.5827999999999998,0.006621298966215014
0.5157894736842106,0.5823999999999999,0.006592601914267235
0.5168421052631579,0.5815999999999998,0.006631319627344168
0.5178947368421053,0.5815999999999998,0.006631319627344168
0.5189473684210526,0.5811999999999998,0.006620090633820658
0.52,0.5807999999999999,0.006626733735408417
0.5210526315789473,0.5807999999999999,0.006626733735408417
0.5221052631578947,0.5807999999999999,0.006626733735408417
0.5231578947368422,0.5805999999999998,0.00661183786855062
0.5242105263157895,0.5797999999999998,0.006642258651994816
0.5252631578947369,0.5781999999999997,0.00665789756604891
0.5263157894736842,0.5771999999999998,0.006645419475097114
0.5273684210526316,0.5755999999999998,0.006660810761461402
0.5284210526315789,0.5747999999999996,0.006726782291705299
0.5294736842105263,0.5737999999999998,0.006733171615219681
0.5305263157894737,0.5735999999999998,0.006722380530734628
0.531578947368421,0.5729999999999997,0.00665357047005591
0.5326315789473685,0.5723999999999997,0.006613803746710359
0.5336842105263158,0.5713999999999997,0.006658858761079106
0.5347368421052632,0.5707999999999998,0.00667185131728818
0.5357894736842105,0.5701999999999997,0.006731983363021629
0.5368421052631579,0.5697999999999998,0.0066663033234319585
0.5378947368421053,0.5697999999999998,0.0066663033234319585
0.5389473684210526,0.5695999999999998,0.006642168320661559
0.54,0.5689999999999997,0.006641535966928129
0.5410526315789473,0.5687999999999996,0.006677244940841996
0.5421052631578948,0.5685999999999997,0.006706742875643881
0.5431578947368421,0.5675999999999997,0.006763312797734554
0.5442105263157895,0.5665999999999998,0.006723421747889984
0.5452631578947369,0.5663999999999997,0.006704505947495311
0.5463157894736842,0.5659999999999997,0.0067379522111692056
0.5473684210526316,0.5657999999999997,0.006778170844704343
0.5484210526315789,0.5651999999999998,0.006791877501839972
0.5494736842105263,0.5645999999999999,0.006781474765860301
0.5505263157894736,0.5639999999999998,0.006829348431585547
