config,base_method,strategy,lambda_eff,n_sims,pc_mean,pc_sem,anc_mean,anc_sem
BA-localized,GNN-RL,Batch,18,100,0.15709146968139776,0.004323304429918437,0.8881330222579449,0.0010896852944916225
BA-localized,GNN-RL,Batch,20,100,0.15610483042137718,0.00430294178102828,0.8887249832000671,0.001106164362481928
WS-random,TD,Fully,1,100,0.47109969167523125,0.014293769716399984,0.7532164726008503,0.006435526397775072
WS-random,TD,Fully,2,100,0.528705035971223,0.014618837803169835,0.7200468903572328,0.006873028413011696
WS-random,TD,Fully,4,100,0.5615313463514902,0.01529566866509648,0.6923184302403017,0.007285088322062078
WS-random,TD,Fully,6,100,0.603103802672148,0.012984808279794636,0.6646240404072329,0.005827498585551835
WS-random,TD,Fully,8,100,0.5900616649537513,0.011722629125348246,0.6603505750478728,0.005359449297266874
WS-random,TD,Fully,10,100,0.608705035971223,0.012129477549473102,0.6483614120428227,0.005134653413508703
WS-random,TD,Fully,12,100,0.6115519013360741,0.01079276572933638,0.6395447282782007,0.004422944698886459
WS-random,TD,Fully,14,100,0.6019938335046249,0.010977551313380785,0.6349030537765694,0.003962076721348951
WS-random,TD,Fully,16,100,0.6075231243576568,0.011004735240638858,0.630223635736375,0.004060467226736751
WS-random,TD,Fully,18,100,0.6045632065775951,0.009372837666760302,0.6198980387958796,0.0031756303564572435
WS-random,TD,Fully,20,100,0.6246865364850976,0.010113411494389721,0.6182945699055883,0.0034718282591434863
WS-random,TD,Batch,1,100,0.47109969167523125,0.014293769716399984,0.7532164726008503,0.006435526397775072
WS-random,TD,Batch,2,100,0.528705035971223,0.014618837803169835,0.7200468903572328,0.006873028413011696
WS-random,TD,Batch,4,100,0.5615313463514902,0.01529566866509648,0.6923184302403017,0.007285088322062078
WS-random,TD,Batch,6,100,0.603103802672148,0.012984808279794636,0.6646240404072329,0.005827498585551835
WS-random,TD,Batch,8,100,0.5900616649537513,0.011722629125348246,0.6603505750478728,0.005359449297266874
WS-random,TD,Batch,10,100,0.608705035971223,0.012129477549473102,0.6483614120428227,0.005134653413508703
WS-random,TD,Batch,12,100,0.6115519013360741,0.01079276572933638,0.6395447282782007,0.004422944698886459
WS-random,TD,Batch,14,100,0.6019938335046249,0.010977551313380785,0.6349030537765694,0.003962076721348951
WS-random,TD,Batch,16,100,0.6075231243576568,0.011004735240638858,0.630223635736375,0.004060467226736751
WS-random,TD,Batch,18,100,0.6045632065775951,0.009372837666760302,0.6198980387958796,0.0031756303564572435
WS-random,TD,Batch,20,100,0.6246865364850976,0.010113411494389721,0.6182945699055883,0.0034718282591434863
WS-random,Katz,Fully,1,100,0.4284686536485098,0.013239209308758793,0.7774117069195512,0.005924291906203128
WS-random,Katz,Fully,2,100,0.4793525179856115,0.013434204658379387,0.7472721038080339,0.006057051079421566
WS-random,Katz,Fully,4,100,0.5042651593011306,0.013149001105489907,0.7274059399656572,0.005774849702782133
WS-random,Katz,Fully,6,100,0.5332476875642344,0.012519423154378257,0.7098470065223205,0.0052485628962306964
WS-random,Katz,Fully,8,100,0.5186433710174717,0.011284588441232491,0.7105410623590874,0.004534679431797018
WS-random,Katz,Fully,10,100,0.5384069886947584,0.011739952543380854,0.699995824503901,0.004521381002666858
WS-random,Katz,Fully,12,100,0.5391058581706063,0.011169212218721252,0.6977306432717906,0.004236916300411801
WS-random,Katz,Fully,14,100,0.5236587872559095,0.011179251996140793,0.6999983016456858,0.0038981291460069172
WS-random,Katz,Fully,16,100,0.5368653648509764,0.011112223664663122,0.6929257311560951,0.003917701124912961
WS-random,Katz,Fully,18,100,0.5239465570400822,0.010163935861771441,0.6947275185219915,0.0033460713090729664
WS-random,Katz,Fully,20,100,0.5414388489208632,0.010724004307203536,0.6919580305437026,0.0036553639702331013
WS-random,Katz,Batch,1,100,0.5080472764645425,0.014837638473298193,0.7347131925633008,0.006696689789355156
WS-random,Katz,Batch,2,100,0.5550256937307299,0.013396197081450808,0.7049655609392097,0.006049273121574295
WS-random,Katz,Batch,4,100,0.5685817060637204,0.01255416490680263,0.6861858955398268,0.005262370362924536
WS-random,Katz,Batch,6,100,0.5803699897225078,0.012093595533352855,0.6810295424935012,0.004938679310759108
WS-random,Katz,Batch,8,100,0.5640390544707092,0.011017344178289352,0.6809737239266817,0.004447153689307158
WS-random,Katz,Batch,10,100,0.5759609455292909,0.011092400778165853,0.6749561956096253,0.003948214878186813
WS-random,Katz,Batch,12,100,0.5718602261048304,0.010866806054114756,0.6757663970339628,0.004042108090375496
WS-random,Katz,Batch,14,100,0.5486536485097636,0.011046709605520242,0.6812284847317385,0.0037965732174671135
WS-random,Katz,Batch,16,100,0.561305241521069,0.010981752999668972,0.6768453488412978,0.003721639472919958
WS-random,Katz,Batch,18,100,0.5417677286742034,0.010112342365968951,0.6815226487324232,0.003446147225054207
WS-random,Katz,Batch,20,100,0.562929085303186,0.010661102437962101,0.6757487963535445,0.003717771790137888
WS-random,TIA,Fully,1,100,0.3057142857142857,0.009383540926238224,0.8440816310580067,0.0038601569624008764
WS-random,TIA,Fully,2,100,0.33903391572456315,0.00968636370173661,0.8250645432847736,0.0039350308671795495
WS-random,TIA,Fully,4,100,0.36472764645426514,0.011039034137694312,0.8048152996699385,0.004428793507133674
WS-random,TIA,Fully,6,100,0.3989105858170607,0.011056069548117596,0.7824717703678117,0.004349822200052455
WS-random,TIA,Fully,8,100,0.3870914696813978,0.010177047912729748,0.7796149337405978,0.003946582220282668
WS-random,TIA,Fully,10,100,0.40669064748201444,0.010892729018901724,0.765663929173996,0.003986242201343152
WS-random,TIA,Fully,12,100,0.4113155190133607,0.010208528072803,0.754557587166289,0.003883871466158618
WS-random,TIA,Fully,14,100,0.4021993833504625,0.010653365344530416,0.7489523497323798,0.0038641486054570226
WS-random,TIA,Fully,16,100,0.4063617677286742,0.010215319602917505,0.7459956584253692,0.0032420993168186807
WS-random,TIA,Fully,18,100,0.39976361767728674,0.0097109789456994,0.7342890770787354,0.003261210403051344
WS-random,TIA,Fully,20,100,0.42230215827338136,0.010034312110231838,0.727271729252531,0.003354813007817662
WS-random,TIA,Batch,1,100,0.3045426515930113,0.009203503012374246,0.8445971418920099,0.0037720673744309533
WS-random,TIA,Batch,2,100,0.3355806783144913,0.009453544232596863,0.8273469870484369,0.0038280282416991427
WS-random,TIA,Batch,4,100,0.36505652620760537,0.01086216680866527,0.803783658948141,0.004188199441119689
WS-random,TIA,Batch,6,100,0.3975334018499487,0.011208603126104333,0.783837645082275,0.004577354635273552
WS-random,TIA,Batch,8,100,0.3858376156217883,0.010334059946674261,0.7808618841623162,0.00401703705013491
WS-random,TIA,Batch,10,100,0.40739979445015406,0.010957609534505457,0.7648745983878901,0.004133148126013882
WS-random,TIA,Batch,12,100,0.4114491264131551,0.010210461988091456,0.7549593919222017,0.003850882789505704
WS-random,TIA,Batch,14,100,0.4040904419321686,0.010566035658971634,0.7459381906333037,0.003888968344843208
WS-random,TIA,Batch,16,100,0.40579650565262076,0.010235832524023334,0.74645529812542,0.003384768656928235
WS-random,TIA,Batch,18,100,0.3969989722507708,0.009608208502746525,0.7377540842654285,0.0032372631436512153
WS-random,TIA,Batch,20,100,0.4216032887975335,0.01001330098203265,0.7267122605235983,0.0032617670284200346
WS-random,GNN-RL,Fully,1,100,0.2382425488180884,0.0063238186766980216,0.870750641175023,0.002529771809888669
WS-random,GNN-RL,Fully,2,100,0.24089414182939362,0.006574477276883097,0.8704427506559813,0.0027553452449135345
WS-random,GNN-RL,Fully,4,100,0.2508016443987667,0.008225339183248349,0.8649944199306322,0.0033672566780819915
WS-random,GNN-RL,Fully,6,100,0.2760123329907503,0.008859893668629219,0.8530159875615617,0.003705698698428734
WS-random,GNN-RL,Fully,8,100,0.25909558067831456,0.00828491468831759,0.859721297533377,0.0035741525394712113
WS-random,GNN-RL,Fully,10,100,0.2831963001027749,0.009378045585542288,0.8470363798437635,0.004039491976582143
WS-random,GNN-RL,Fully,12,100,0.28710174717368964,0.009061162896525697,0.8437802015052799,0.00397085894328454
WS-random,GNN-RL,Fully,14,100,0.28465570400822204,0.009552545731018745,0.8428723894281163,0.004177777681645645
WS-random,GNN-RL,Fully,16,100,0.28458376156217885,0.009471895473364213,0.8413929744246349,0.003967679047455417
WS-random,GNN-RL,Fully,18,100,0.2862795477903392,0.00875665714601083,0.8363930917694323,0.003757092676934995
WS-random,GNN-RL,Fully,20,100,0.3068653648509763,0.009382446269764923,0.8293545726511163,0.003995802924477353
WS-random,GNN-RL,Batch,1,100,0.27759506680369994,0.007359050499891402,0.8489853043315309,0.0027713076821270794
WS-random,GNN-RL,Batch,2,100,0.2641932168550874,0.007408936057070483,0.8594193478806268,0.002944214276268939
WS-random,GNN-RL,Batch,4,100,0.2642034943473793,0.008694870911054283,0.8591368770300908,0.003474094558067623
WS-random,GNN-RL,Batch,6,100,0.28948612538540597,0.009241838063254326,0.8472411103200274,0.0038744408858562966
WS-random,GNN-RL,Batch,8,100,0.2706577595066804,0.00856591065325809,0.8545971147609538,0.0035652115682187893
WS-random,GNN-RL,Batch,10,100,0.29066803699897226,0.00960989364268872,0.8444666572042285,0.004010874962427754
WS-random,GNN-RL,Batch,12,100,0.2948920863309353,0.009167065176898219,0.8400503756084796,0.0038567276044319788
WS-random,GNN-RL,Batch,14,100,0.29114080164439876,0.009517136329372886,0.8390856476751202,0.003963604021609795
WS-random,GNN-RL,Batch,16,100,0.28885919835560125,0.009248781724623765,0.8401199345454385,0.003834673694533987
WS-random,GNN-RL,Batch,18,100,0.2892805755395683,0.008850841925132882,0.8356603057511788,0.0036772822165934242
WS-random,GNN-RL,Batch,20,100,0.3111408016443987,0.00966222705526851,0.8270016223344402,0.0041077018343834764
WS-localized,TD,Fully,1,100,0.38363823227132576,0.017335062304433373,0.7945450486986657,0.008111707881014731
WS-localized,TD,Fully,2,100,0.49922918807810895,0.017434549475982972,0.7349029036691865,0.008087257122080731
WS-localized,TD,Fully,4,100,0.5361870503597121,0.017431961828841096,0.7066601187843472,0.008482552785809915
WS-localized,TD,Fully,6,100,0.5733812949640288,0.014306619970657505,0.6792163048826617,0.006772949623337135
WS-localized,TD,Fully,8,100,0.5825488180883864,0.013171346226451098,0.6674652826916546,0.006212693679551908
WS-localized,TD,Fully,10,100,0.6107708119218911,0.012614231466289505,0.6498016309147365,0.0057142626751834754
WS-localized,TD,Fully,12,100,0.600339157245632,0.012384132189135592,0.6478614645605891,0.0051777040199822355
WS-localized,TD,Fully,14,100,0.6204316546762589,0.010712439599321468,0.6303176626827474,0.004056167823539394
WS-localized,TD,Fully,16,100,0.6189928057553956,0.010493848892416675,0.6269994994259579,0.0038536851475516635
WS-localized,TD,Fully,18,100,0.6198663926002055,0.009430400396103322,0.6165832431715493,0.003490961180555043
WS-localized,TD,Fully,20,100,0.6304008221993834,0.009616358848248723,0.6126074745210071,0.003053074065506314
WS-localized,TD,Batch,1,100,0.38363823227132576,0.017335062304433373,0.7945450486986657,0.008111707881014731
WS-localized,TD,Batch,2,100,0.49922918807810895,0.017434549475982972,0.7349029036691865,0.008087257122080731
WS-localized,TD,Batch,4,100,0.5361870503597121,0.017431961828841096,0.7066601187843472,0.008482552785809915
WS-localized,TD,Batch,6,100,0.5733812949640288,0.014306619970657505,0.6792163048826617,0.006772949623337135
WS-localized,TD,Batch,8,100,0.5825488180883864,0.013171346226451098,0.6674652826916546,0.006212693679551908
WS-localized,TD,Batch,10,100,0.6107708119218911,0.012614231466289505,0.6498016309147365,0.0057142626751834754
WS-localized,TD,Batch,12,100,0.600339157245632,0.012384132189135592,0.6478614645605891,0.0051777040199822355
WS-localized,TD,Batch,14,100,0.6204316546762589,0.010712439599321468,0.6303176626827474,0.004056167823539394
WS-localized,TD,Batch,16,100,0.6189928057553956,0.010493848892416675,0.6269994994259579,0.0038536851475516635
WS-localized,TD,Batch,18,100,0.6198663926002055,0.009430400396103322,0.6165832431715493,0.003490961180555043
WS-localized,TD,Batch,20,100,0.6304008221993834,0.009616358848248723,0.6126074745210071,0.003053074065506314
WS-localized,Katz,Fully,1,100,0.33539568345323745,0.016033370351401587,0.8200804615049117,0.007381316122470408
WS-localized,Katz,Fully,2,100,0.46114080164439875,0.015682757470770324,0.7564593821671153,0.007134829364742977
WS-localized,Katz,Fully,4,100,0.48615621788283647,0.01564361578206077,0.7361831148798443,0.0071552779687472316
WS-localized,Katz,Fully,6,100,0.5070914696813977,0.012720355512680451,0.7211125921397921,0.005395743175696671
WS-localized,Katz,Fully,8,100,0.5190750256937308,0.01231199669101995,0.7111381130444785,0.005109196286401785
WS-localized,Katz,Fully,10,100,0.5390030832476875,0.011341419968480445,0.7009913379406473,0.004482834380358046
WS-localized,Katz,Fully,12,100,0.5293319630010277,0.011678803573160243,0.7021415250314889,0.004380467693436546
WS-localized,Katz,Fully,14,100,0.5386125385405961,0.010702519337588394,0.6952060301057236,0.0037170998016339855
WS-localized,Katz,Fully,16,100,0.5404522096608427,0.010669641078087167,0.6942890731628059,0.004004870954125286
WS-localized,Katz,Fully,18,100,0.5388489208633094,0.010246329940333825,0.6921223487785296,0.0034852110836238155
WS-localized,Katz,Fully,20,100,0.5436896197327852,0.010403193216740915,0.6923096928737918,0.0035675350130710435
WS-localized,Katz,Batch,1,100,0.4084378211716341,0.018870881365768876,0.7825713584221401,0.008799737937101844
WS-localized,Katz,Batch,2,100,0.5352209660842755,0.016291040088796914,0.7155687596654704,0.007538618687181387
WS-localized,Katz,Batch,4,100,0.544398766700925,0.015190915872698848,0.7025201909608273,0.0070711296010272555
WS-localized,Katz,Batch,6,100,0.5567009249743061,0.011894642772218975,0.6908809195976698,0.004994745620763913
WS-localized,Katz,Batch,8,100,0.564131551901336,0.011581192542527183,0.6833142569932913,0.004665761001933831
WS-localized,Katz,Batch,10,100,0.5764439876670093,0.01095574199425897,0.6784443520952863,0.00443684563324249
WS-localized,Katz,Batch,12,100,0.5635765673175744,0.011406484161420729,0.6793255293124396,0.004231287099613941
WS-localized,Katz,Batch,14,100,0.5667420349434737,0.010653624119777145,0.6763422814138971,0.0035948487191939187
WS-localized,Katz,Batch,16,100,0.564131551901336,0.010328460464049827,0.6779757984550701,0.003504118701977023
WS-localized,Katz,Batch,18,100,0.5586228160328881,0.010245576549228717,0.675921133094601,0.003526470881375732
WS-localized,Katz,Batch,20,100,0.5643884892086332,0.01009345370493412,0.6754070884325286,0.003181544560152616
WS-localized,TIA,Fully,1,100,0.18541623843782118,0.009135263883735237,0.9070319621891084,0.0041583730835358925
WS-localized,TIA,Fully,2,100,0.2617780061664954,0.01281664107526358,0.8697817386380987,0.006035940705364808
WS-localized,TIA,Fully,4,100,0.3196711202466598,0.014352869726911199,0.8341975077771664,0.006845338127871232
WS-localized,TIA,Fully,6,100,0.3636793422404933,0.012742267051203427,0.8020619913895746,0.005720334563397118
WS-localized,TIA,Fully,8,100,0.3790853031860226,0.011636575765473717,0.788200608988157,0.004932592308132464
WS-localized,TIA,Fully,10,100,0.40675231243576576,0.011121461037848408,0.7662768907704893,0.0046497394636555115
WS-localized,TIA,Fully,12,100,0.3974203494347379,0.012154955939741193,0.7658011490814347,0.005342972327979077
WS-localized,TIA,Fully,14,100,0.4169064748201439,0.010589023302349815,0.745622334907355,0.004043846965127892
WS-localized,TIA,Fully,16,100,0.41268242548818085,0.010072261462741459,0.7477196959331591,0.0038661826997867
WS-localized,TIA,Fully,18,100,0.41567317574511814,0.009430173243683202,0.728596229229074,0.0030736165415459803
WS-localized,TIA,Fully,20,100,0.4205755395683453,0.009949043376977277,0.7324739014799354,0.0033088086877111774
WS-localized,TIA,Batch,1,100,0.18532374100719423,0.00912561314234755,0.9068884993312872,0.0041537919877179235
WS-localized,TIA,Batch,2,100,0.26284686536485097,0.012962263827109249,0.86882525294581,0.00610828115031097
WS-localized,TIA,Batch,4,100,0.3203802672147995,0.01425071948366407,0.8336142931622915,0.006740939108091888
WS-localized,TIA,Batch,6,100,0.363710174717369,0.012789486621376642,0.8022439815263683,0.005722073543694592
WS-localized,TIA,Batch,8,100,0.3793011305241521,0.01167489486798846,0.7878411246320002,0.00504353053735078
WS-localized,TIA,Batch,10,100,0.4063412127440904,0.011200369934949252,0.7673554387341919,0.0047315181862430476
WS-localized,TIA,Batch,12,100,0.3997122302158273,0.012144784226340527,0.7637845660077623,0.005257396795240083
WS-localized,TIA,Batch,14,100,0.41642343268242554,0.010772561111034605,0.747416755155373,0.00420276235155161
WS-localized,TIA,Batch,16,100,0.4134018499486125,0.010245552837334134,0.7464298686566615,0.003913860227284194
WS-localized,TIA,Batch,18,100,0.41531346351490234,0.00936363027540729,0.7292775905618357,0.003079931685781233
WS-localized,TIA,Batch,20,100,0.42126413155190134,0.009910763270876543,0.7297342107384016,0.003114371155161041
WS-localized,GNN-RL,Fully,1,100,0.15441932168550873,0.0065347456915039,0.9207619500797116,0.0029689188123938814
WS-localized,GNN-RL,Fully,2,100,0.1882322713257965,0.0084536903573236,0.9049830444689649,0.003947069744810145
WS-localized,GNN-RL,Fully,4,100,0.21173689619732783,0.010295184976587215,0.8916078406501299,0.004964703185512652
WS-localized,GNN-RL,Fully,6,100,0.24246659815005134,0.010615138947102991,0.87424121844093,0.0050933450200213275
WS-localized,GNN-RL,Fully,8,100,0.25217882836587874,0.010286980769005848,0.8673013293074839,0.004903378430997635
WS-localized,GNN-RL,Fully,10,100,0.27547790339157247,0.01007175283501284,0.8553747410766357,0.004707486234032501
WS-localized,GNN-RL,Fully,12,100,0.27505652620760535,0.010970592682706563,0.8534294729522068,0.005187041345715694
WS-localized,GNN-RL,Fully,14,100,0.294820143884892,0.010056640640555219,0.8406499111969045,0.004574387782212101
WS-localized,GNN-RL,Fully,16,100,0.2846762589928058,0.009956704842901008,0.8460872891517741,0.004702274764753432
WS-localized,GNN-RL,Fully,18,100,0.294563206577595,0.008921880285026088,0.8356896749062505,0.003937517901649129
WS-localized,GNN-RL,Fully,20,100,0.3026207605344296,0.010014121580948911,0.8335780575454388,0.004566727231387322
WS-localized,GNN-RL,Batch,1,100,0.1767934224049332,0.007456460263187989,0.9066400990357774,0.003265250307068885
WS-localized,GNN-RL,Batch,2,100,0.20569373072970193,0.009201645188530626,0.8951675902055084,0.004180009228040854
WS-localized,GNN-RL,Batch,4,100,0.22091469681397735,0.010466548649640056,0.8877364838444588,0.00488412125662879
WS-localized,GNN-RL,Batch,6,100,0.2526618705035972,0.011058884677801476,0.8693167030152976,0.005212870065526233
WS-localized,GNN-RL,Batch,8,100,0.2592908530318602,0.010618865931420701,0.8649850742111768,0.005047895844767579
WS-localized,GNN-RL,Batch,10,100,0.28192189105858173,0.0105497313978942,0.852823283426044,0.004995268810483734
WS-localized,GNN-RL,Batch,12,100,0.27849948612538544,0.01128084801716831,0.8523928767001884,0.005310886080835058
WS-localized,GNN-RL,Batch,14,100,0.30060637204522095,0.010113308252598301,0.8387288508093088,0.004650198606797355
WS-localized,GNN-RL,Batch,16,100,0.29109969167523125,0.010173337807582257,0.8429540286125328,0.00480605821776238
WS-localized,GNN-RL,Batch,18,100,0.2993216855087359,0.00922299570000017,0.8338331123880343,0.004235440000084264
WS-localized,GNN-RL,Batch,20,100,0.306464542651593,0.009980590133319448,0.8316368871273724,0.004388891360686485
